ID	Easting	Northing	Habitat	Daily_movement_rate(km/day)	Turning_angle	dist_water	dist_swamp	dist_otw	dist_openfor	dist_ntw	dist_mixfor	dist_devel	dist_ddf	dist_conifer	dist_alvar
elk-287	816469	4923941.5	17	0.05	3.02	700.45	742.04	675.46	27307.92	1350	0	125	450.69	50	320.16
elk-287	816481	4923895	17	0.19	0.8	680.07	763.22	695.07	27315.57	1375	0	145.77	471.7	75	340.04
elk-287	816368	4923710	16	0.24	2.25	660.02	784.62	715.02	27323.25	1400	0	160.08	493.08	100	350
elk-287	816301	4923895	17	0.15	-1.63	700.45	742.04	675.46	27307.92	1350	0	125	450.69	50	320.16
elk-287	816167	4923836.5	14	0.12	-3.14	832.17	630.97	548.29	27317.63	1225.26	50	125	382.43	0	195.26
elk-287	816277	4923884.5	14	4.93	1.56	825.38	638.85	550.57	27349.01	1251	25	100	412.31	0	195.26
elk-287	818318	4919397	14	8.71	-0.3	1286.95	938.42	1276.96	32231.87	1035.01	25	158.11	862.05	0	79.06
elk-287	824102	4912879.5	17	0.08	-2.83	1855.06	250	561.81	40504.82	665.68	0	141.42	279.51	50	75
elk-287	824060	4912976	17	0.12	-1.85	1890.11	247.49	527.38	40472.34	630.97	0	141.42	251.25	35.36	103.08
elk-287	823996	4912923.5	25	0.27	3.12	1944.86	35.36	546.01	40323.88	642.75	79.06	0	134.63	70.71	201.56
elk-287	824204	4913100	7	0.18	-0.01	1909.19	0	612.88	40328.81	711.07	25	55.9	180.28	141.42	141.42
elk-287	824338	4913216	17	0.67	0.08	1767.77	25	1231.36	40232.32	1372.95	0	125	333.54	35.36	225
elk-287	824879	4913615.5	7	0.08	-2.2	1750.18	0	1256.23	40242.15	1397.54	25	106.07	357.95	25	200
elk-287	824806	4913638.5	17	0	-1.41	1820.89	75	1184.54	40189.71	1328.77	0	145.77	292.62	90.14	275
elk-287	824804	4913634.5	17	0.29	-2.35	1640.12	134.63	1200	40285.3	1627.88	0	50	134.63	70.71	25
elk-287	825033	4913708	17	0.6	3.13	1690.6	103.08	1175	40242.46	1583.71	0	50	176.78	125	55.9
elk-287	824462	4913517.5	19	0.74	2.8	1796.7	301.04	975	40099.07	1731.51	0	25	180.28	182	195.26
elk-287	825042	4913975	26	0.25	-1.96	2073.19	425	781.42	39835.73	1621.15	100	0	460.98	450.69	50
elk-287	824821	4914101	26	0.2	-2.67	2130.29	427.93	800.39	39795.93	1532.36	55.9	0	530.33	500.62	55.9
elk-287	824931	4913934	25	0.09	-1.69	1908.04	413.82	825	39951.68	1759.62	111.8	0	325	333.54	127.48
elk-287	824996	4913989	19	0.06	0.89	1927.6	309.23	900.35	39980.29	1638.79	0	25	318.2	305.16	55.9
elk-287	825054	4913978	26	0.05	-3.12	2038.54	400.78	803.51	39868.64	1632.67	79.06	0	425.73	416.08	25
elk-287	825001	4913989	19	0.18	-3.12	2198.01	525.59	697.32	39714.12	1603.51	0	25	585.77	575.54	150
elk-287	825175	4913949.5	25	0.23	1.95	1779.92	353.55	951.31	40096.29	1786.76	55.9	0	182	200	223.61
elk-287	825045	4913759.5	25	0.18	-2.43	1779.92	353.55	951.31	40096.29	1786.76	55.9	0	182	200	223.61
elk-287	825222	4913807	25	0.89	3.09	1637.83	313.25	1104.54	40253.73	1795.13	111.8	0	25	70.71	106.07
elk-287	824373	4913530.5	25	0.82	2.87	2147.82	391.31	910.01	39815.39	1386.77	55.9	0	503.12	450.69	125
elk-287	825060	4913986	25	0.22	2.1	1969.3	357.95	850.37	39934.45	1657.75	25	0	355.32	347.31	25
elk-287	825072	4913764.5	19	0.26	2.77	1948.4	333.54	875.36	39957.37	1648.1	0	25	336.34	325.96	35.36
elk-287	824964	4914000.5	25	1.02	-2.14	2183.03	425	896.17	39782.57	1376.82	25	0	514.78	482.83	152.07
elk-287	824407	4913142.5	26	1.03	2.96	2142.57	475	740.35	39769.94	1600.2	35.36	0	531.51	520.22	103.08
elk-287	824802	4914093	26	0.28	1.6	2130.29	427.93	800.39	39795.93	1532.36	55.9	0	530.33	500.62	55.9
elk-287	825056	4913979	25	1.03	1.89	2147.82	391.31	910.01	39815.39	1386.77	55.9	0	503.12	450.69	125
elk-287	824358	4913216	19	0.86	-2.89	1921.1	279.51	926.35	39993.23	1606.43	0	50	318.2	301.04	55.9
elk-287	825083	4913684.5	25	0.29	-1.08	1706.06	531.51	873.21	40065.57	1960.87	176.78	0	275	335.41	134.63
elk-287	825059	4913977	25	0.32	-2.59	1865.64	313.25	925	40033.21	1700.18	25	0	250	246.22	125
elk-287	824914	4913689	25	0.26	2.78	2147.82	391.31	910.01	39815.39	1386.77	55.9	0	503.12	450.69	125
elk-287	824941	4913944.5	27	0.7	-2.3	1997.03	350.89	853.3	39914.48	1611.87	35.36	35.36	388.91	375	0
elk-287	824371	4913534	19	0.31	2.07	2170.54	550	661.91	39711.15	1659.25	0	25	575.54	570.64	176.78
elk-287	824332	4913841	27	0.37	2.18	1990.76	325	880.7	39927.44	1578.96	35.36	25	388.91	371.65	0
elk-287	824658	4913671	26	0.38	-1.34	2128.67	475	735.7	39779.91	1622.11	55.9	0	515.39	506.21	103.08
elk-287	824905	4913956.5	26	0.09	0.72	2157.11	525	686.48	39734.07	1646.59	25	0	555.09	548.86	152.07
elk-287	824991	4913968.5	26	0.09	1.61	2336.93	637.38	637.38	39582.59	1575.2	90.14	0	726.72	707.11	269.26
elk-287	825000	4913874	26	0.4	1.59	2150.58	452.77	776.21	39772.98	1544.34	35.36	0	548.29	525.59	79.06
elk-287	824599	4913842.5	26	0.14	-0.18	2481.18	715.02	849.26	39510.39	1310.06	134.63	0	632.95	763.22	70.71
elk-287	824464	4913807.5	26	0.34	1.07	2497.62	730.15	866.39	39500.64	1291.56	111.8	0	629.48	776.61	55.9
elk-287	824229	4914058.5	26	0.24	-2.77	2497.62	730.15	866.39	39500.64	1291.56	111.8	0	629.48	776.61	55.9
elk-287	824321	4913832	26	0.75	-1.38	2475.88	707.11	955.25	39550.29	1204.16	50	0	550.57	745.82	100
elk-287	825055	4913973.5	19	0.71	3.02	2230.05	498.12	784.62	39710.4	1470.76	0	25	626.5	564.03	160.08
elk-287	824383	4913755.5	26	0.07	2.41	2316.25	561.81	883.53	39757.74	1068	50	0	325.96	590.02	106.07
elk-287	824416	4913812	25	0.66	1.13	2147.82	391.31	910.01	39815.39	1386.77	55.9	0	503.12	450.69	125
elk-287	825076	4913755	26	0.6	2.82	2457.77	689.66	973.72	39573.32	1187.7	50	0	525.59	726.72	90.14
elk-287	824492	4913613	17	0.45	1.24	2281.58	571.18	807.77	39807.7	986.15	0	25	250	592.66	152.07
elk-287	824251	4913987.5	26	0.58	2.1	2460.31	691.47	903.12	39546.69	1258.22	100	0	579.87	735.27	90.14
elk-287	824929	4914015.5	27	0.66	2.49	1997.03	350.89	853.3	39914.48	1611.87	35.36	35.36	388.91	375	0
elk-287	824508	4913667	17	0.13	1.34	1770.95	25	1181.63	40192.93	1461.59	0	25	301.04	103.08	158.11
elk-287	824386	4913759.5	25	0.44	1.99	2316.38	604.15	794.51	39775.01	977.88	25	0	275	626.5	125
elk-287	824772	4913970	19	0.56	2.51	1955.92	301.04	903.12	39960.33	1592.36	0	25	353.55	336.34	25
elk-287	824573	4913547	25	0.37	2.98	2068.97	301.04	1068	39933.73	1276.96	55.9	0	347.31	340.04	230.49
elk-287	824676	4913906	25	0.46	-1.5	1985.1	300	908.64	39940.43	1546.16	50	0	390.51	371.65	25
elk-287	824245	4914065	26	0.35	-2.44	2457.26	689.66	950.33	39586.68	1152.44	25	0	500	725	55.9
elk-287	824419	4913761.5	17	0.07	1.52	2177.3	474.34	854.4	39905.78	1017.96	0	90.14	182	492.44	246.22
elk-287	824358	4913722	17	0.16	-1.7	2185.46	506.21	798.83	39909.63	962.09	0	125	150	529.74	201.56
elk-287	824464	4913596.5	27	0.32	-3	2457.26	695.07	880.7	39613.48	1081.95	50	35.36	450	726.72	0
elk-287	824296	4913867.5	27	0.2	1.12	2492.61	730.15	875	39580.78	1079.64	35.36	50	475.66	761.99	0
elk-287	824404	4914036.5	26	0.5	1.84	2369.07	601.04	986.15	39661.85	1180.04	111.8	0	456.21	637.38	100
elk-287	824798	4913602	17	0.52	2.65	2185.46	506.21	798.83	39909.63	962.09	0	125	150	529.74	201.56
elk-287	824392	4913747	17	0.07	-1.48	2170.97	491.17	822.34	39919.23	984.89	0	125	152.07	506.21	215.06
elk-287	824361	4913680	19	0.18	-1.25	1927.6	160.08	1133.85	40064.93	1336.27	0	90.14	336.34	201.56	246.22
elk-287	824490	4913559.5	17	0.29	0.8	2191.46	498.12	831.04	39896.15	995.3	0	106.07	176.78	515.39	235.85
elk-287	824496	4913265.5	16	0.05	2.05	2024.85	328.82	946.37	40046.29	1099.15	0	125	134.63	340.04	270.42
elk-287	824453	4913286.5	17	0.62	1.93	1816.76	279.51	1000	40259.73	1131.92	0	134.63	100	261.01	250
elk-287	824904	4913709	25	0.09	2.73	1706.06	531.51	873.21	40065.57	1960.87	176.78	0	275	335.41	134.63
elk-287	824869	4913628.5	7	0.19	-0.62	1769.18	0	1209.34	40206.03	1431.78	25	55.9	328.82	75	176.78
elk-287	824908	4913447.5	17	0.11	2.96	1698.53	134.63	1200	40337.53	1330.88	0	160.08	300	90.14	261.01
elk-287	824865	4913551	26	0.51	-0.79	1643.36	506.21	951.97	40144.25	1961.19	230.49	0	201.56	285.04	201.56
elk-287	824392	4913743.5	17	0.15	0.54	2177.3	474.34	854.4	39905.78	1017.96	0	90.14	182	492.44	246.22
elk-287	824304	4913861.5	25	0.61	2.75	2316.38	604.15	794.51	39775.01	977.88	25	0	275	626.5	125
elk-287	824823	4913549.5	17	0.19	-1.08	1962.94	230.49	1044.33	40085.11	1195.04	0	100	195.26	246.22	357.95
elk-287	824986	4913646	7	0.64	-3.02	1733.85	0	1231.36	40238.86	1451.29	50	55.9	309.23	55.9	150
elk-287	824397	4913389	16	0.07	-2.82	2024.85	328.82	946.37	40046.29	1099.15	0	125	134.63	340.04	270.42
elk-287	824462	4913395	16	NA	NA	1866.31	313.25	851.47	40248.12	977.88	0	75	25	419.08	106.07
elk-363	777410	4992481	20	0.52	NA	50	35987.54	917.2	0	11072.09	25	14646.1	35.36	445.11	64866.77
elk-363	776940	4992261	13	0.3	2.57	424.26	35803.15	412.31	390.51	11098.2	25	14352.37	0	403.11	64645.6
elk-363	777097	4992512	13	0.27	2.87	300	36030.86	660.49	127.48	11233.27	79.06	14614.31	0	213.6	64886.46
elk-363	777022	4992256.5	13	1.69	-0.09	471.7	35779.23	480.88	353.55	11044.51	25	14347.06	0	425.73	64627.92
elk-363	776687	4990604	17	0.2	-2.13	276.13	34150.14	425.73	1610.12	9802.1	0	12661.06	55.9	230.49	62967.69
elk-363	776878	4990675.5	16	1.4	-1.18	182	34226.32	561.81	1604.88	9768.73	0	12785.37	50	390.51	63061.09
elk-363	776935	4992307	13	0.53	-2.58	406.97	35828.15	419.08	375	11120.95	25	14376.59	0	378.32	64670.48
elk-363	776686	4991940	17	0.3	-2.07	536.77	35475.56	195.26	813.17	10923.2	0	13970.35	70.71	467.04	64296.27
elk-363	776982	4991910.5	13	0.29	-2.92	672.68	35428.18	447.21	673.15	10758.05	50	13989.5	0	640.31	64272.32
elk-363	776703	4992004.5	19	0.89	2.36	522.02	35550.71	167.71	743.3	10979.3	0	14049.13	103.08	403.89	64373.25
elk-363	777504	4992402.5	17	0.36	-1.77	125	35915.35	995.3	125	10965.43	0	14602.14	55.9	552.27	64802.51
elk-363	777286	4992682.5	17	2.06	-2.22	160.08	36184.98	908.98	25	11294.97	0	14811.42	160.08	261.01	65055.58
elk-363	776763	4990690	17	0.7	-2.65	247.49	34225.45	447.21	1648.1	9829.8	0	12752.7	125	325	63049.32
elk-363	777240	4991207.5	13	0.72	-0.74	275	34732.05	965.01	1270.09	10029.52	70.71	13376.12	0	933.41	63597.84
elk-363	777241	4991926.5	16	0.59	-1.01	632.46	35432.94	704.01	577.17	10643.37	0	14062.29	55.9	807	64299.32
elk-363	776726	4992254	16	0.78	-2.63	302.08	35800.87	201.56	581.49	11193.33	0	14297.99	90.14	215.06	64624.49
elk-363	777079	4991596	16	0.09	-1.8	436.61	35129.3	670.82	917.2	10454.96	0	13719.44	35.36	750	63981
elk-363	777149	4991657	13	1.22	0.85	514.78	35180.55	710.63	848.9	10467.96	55.9	13787.72	0	826.51	64038.13
elk-363	778358	4991491	16	0.36	-1.55	50	34972.65	1884.81	1346.29	9780.75	0	13776.11	721.11	111.8	63919.49
elk-363	778414	4991849.5	17	1.45	-1.43	212.13	35326.13	1679.47	1113.83	10087.68	0	13811.25	648.56	335.41	64275.89
elk-363	777031	4992273	13	0.37	-0.73	458.94	35804.23	485.41	336.34	11067.32	25	14371.24	0	400.78	64652.8
elk-363	776700	4992118.5	16	0.57	-1.06	403.89	35675.71	150	665.68	11091.58	0	14170.61	125	291.55	64497.72
elk-363	776659	4991550	16	0.71	3.1	195.26	35100.22	340.04	1140.18	10622.65	0	13588.25	158.11	325.96	63915.98
elk-363	776682	4992314	18	0.73	2.84	246.22	35850.71	212.13	583.1	11249.22	0	14340.79	141.42	167.71	64671.98
elk-363	776859	4991673	16	0.53	2.4	437.32	35201.74	458.94	930.39	10610.17	0	13740.18	75	555.09	64036.43
elk-363	776414	4991954	18	0.62	-3.09	525	35525.04	25	999.06	11092	0	13956.76	313.25	371.65	64321.43
elk-363	776922	4991597.5	16	0.34	1.67	400.78	35127.28	540.83	972.75	10520.75	0	13680.3	25	600	63966.52
elk-363	776704	4991342.5	17	1.12	3.11	182	34900.44	512.96	1277.69	10422.24	0	13406.18	106.07	400	63721.41
elk-363	777401	4992216.5	13	1.11	-3.11	325.96	35711.98	850	275	10826.93	25	14375	0	630.97	64590.66
elk-363	776681	4991377.5	17	0.54	-1.48	167.71	34925.32	477.62	1269.35	10456.01	0	13424.35	111.8	375	63744
elk-363	777057	4990994	1	0.63	-3.08	0	34528.62	728.87	1510.38	9939.72	25	13128.24	90.14	750	63378.98
elk-363	776648	4991468.5	16	0.17	-2.73	158.11	35025.22	388.91	1200.26	10556.16	0	13515.41	134.63	340.04	63841.3
elk-363	776703	4991290.5	17	6.73	-0.44	150	34850.32	530.33	1333.46	10389.72	0	13351.59	158.11	375	63669.32
elk-363	780873	4986744.5	17	0.14	-0.59	50	30262.2	492.44	776.61	4438.47	0	10754.8	190.39	369.12	59343.98
elk-363	781007	4986712.5	16	6.84	-2.46	141.42	30229.33	357.95	650	4360.4	0	10800.12	301.04	235.85	59315.18
elk-363	776847	4992141.5	16	0.14	-2.41	469.71	35676.97	300	548.29	11026.81	0	14206.56	25	390.51	64511.68
elk-363	776836	4991991	13	0.7	0.1	592.66	35526.72	292.62	671.75	10902.12	25	14055	0	485.41	64359.99
elk-363	776717	4991297.5	17	3.44	-0.63	160.08	34850.44	548.29	1320.98	10378.01	0	13357.7	134.63	400	63671.63
elk-363	778230	4988210.5	17	0.88	-1.91	35.36	31683.2	1116.36	445.11	6962.85	0	10759.41	395.28	651.92	60623.12
elk-363	778793	4988784	17	0.09	2.74	282.84	32240.24	1151.63	550.57	7146.77	0	11493.39	257.39	559.02	61217.55
elk-363	778758	4988694.5	16	4.09	2.3	302.08	32163.81	1166.19	534.44	7089.6	0	11415.15	180.28	575.54	61139.99
elk-363	776910	4992348.5	16	0.41	-0.73	355.32	35877.82	413.82	369.12	11176.82	0	14418.85	35.36	333.54	64717.88
elk-363	776527	4992497	1	2.02	-2.13	0	36050.08	328.82	642.75	11494.46	25	14501.83	388.91	70.71	64857.62
elk-363	776873	4990673.5	16	2.81	-0.31	213.6	34201.11	548.29	1589.22	9759	0	12754.63	35.36	355.32	63033.82
elk-363	778212	4988198.5	17	0.18	1.51	25	31682.06	1095.73	430.12	6975.72	0	10748.87	416.08	627	60620.18
elk-363	778061	4988105.5	17	0.09	1.37	55.9	31600.73	1025.91	413.82	6990.89	0	10618.2	583.1	475.66	60528.23
elk-363	777992	4988179	1	0.03	-0.37	0	31673.7	938.42	325	7081	25	10666.21	594.24	427.93	60596.99
elk-363	777969	4988190	1	0.1	0.6	0	31672.74	919.92	316.23	7094.45	25	10656.1	617.45	403.11	60594.14
elk-363	777920	4988274.5	1	0.35	2.22	0	31770.82	816.24	206.16	7205.64	134.63	10727.77	637.38	380.79	60687.83
elk-363	778257	4988234	17	0.15	0.9	35.36	31709.32	1118.03	442.3	6971.55	0	10792.65	360.56	675	60650.9
elk-363	778334	4988109.5	16	0.55	-1.45	176.78	31588.05	1255.49	585.77	6825.78	0	10711.91	395.28	751.66	60535.71
elk-363	778834	4988341	19	0.3	-1.1	291.55	31817.73	1415.98	730.15	6752.96	0	11126.69	141.42	831.04	60799.18
elk-363	778844	4988643	16	0.1	-1.11	213.6	32118.72	1256.23	618.47	7012.35	0	11404.5	180.28	665.68	61099.92
elk-363	778752	4988692	16	0.23	1.25	313.25	32162.24	1144.83	509.9	7100.4	0	11403.95	167.71	555.09	61136.84
elk-363	778787	4988898.5	17	0.21	-2.87	180.28	32364.99	1100.28	555.09	7260.21	0	11605.28	371.65	515.39	61341.54
elk-363	778699	4988710	16	0.17	-2.52	269.26	32184.13	1089.15	456.21	7144.67	0	11404.08	176.78	500	61155.36
elk-363	778851	4988795	17	0.62	2.08	285.04	32270.04	1208.3	625	7138.1	0	11549.49	320.16	617.45	61251.88
elk-363	778852	4988179.5	17	0.69	1.58	333.54	31643.11	1538.87	848.53	6596.4	0	10972.07	160.08	965.01	60625.63
elk-363	778164	4988185	17	0.96	1.35	35.36	31654.88	1070.05	425	6980.33	0	10705.2	471.7	575.54	60589.49
elk-363	777963	4989122.5	20	0.14	-3.03	300	32598.97	257.39	0	7865.15	75	11527.28	302.08	201.56	61518.84
elk-363	777977	4988980.5	20	0.56	-0.83	279.51	32474.07	336.34	0	7755.72	200	11411.62	419.08	201.56	61394.64
elk-363	778425	4988645.5	16	2.85	0.08	125	32118.71	901.73	215.06	7223.75	0	11239.72	180.28	325.96	61071.93
elk-363	780560	4986757.5	16	0.59	-0.95	125	30249.07	546.01	711.07	4545.95	0	10579.05	100	325.96	59320.5
elk-363	781133	4986889.5	16	0.17	2.15	55.9	30423.32	353.55	529.74	4501.25	0	10762.81	316.23	292.62	59512.67
elk-363	781072	4986725.5	16	4.09	-1.07	158.11	30264.36	305.16	575.54	4368.71	0	10846.02	336.34	195.26	59352.27
elk-363	783754	4983639.5	17	4.12	-0.54	201.56	27509.65	380.79	3522.25	1640.12	0	9259.76	1130.54	770.15	56608.02
elk-363	788002	4982275	13	6.71	0.05	160.08	27236.25	763.22	7420.12	1438.97	721.11	6332.7	0	925.34	55982.01
elk-363	793752	4980076.5	16	5.88	0.43	553.4	27717.61	973.72	4553.36	4280.19	0	5888.39	25	257.39	55355.82
elk-363	797889	4975896.5	17	0.16	-0.57	50	26494.95	2660.94	2124.26	5870.69	0	7431.23	347.31	35.36	52950.21
elk-363	798042	4975862	17	0.16	3	125	26550.38	2817.47	2012.46	5939.7	0	7439.97	445.11	25	52977.36
elk-363	797884	4975874	17	0.11	2.61	25	26459.8	2650.12	2157.83	5835.34	0	7462.11	313.25	50	52916.36
elk-363	797985	4975924	17	0.31	0.88	90.14	26561.46	2717.19	2046.03	5940.64	0	7387.02	425	50	53007.75
elk-363	798273	4975797	14	0.68	0.51	152.07	26635.06	3052.56	1852.36	6049.48	50	7440.47	371.65	0	53018.92
elk-363	798678	4975255	16	0.09	-2.78	270.42	26422.68	3635.93	1786.76	5950.05	0	7900.71	412.31	630.97	52685.42
elk-363	798654	4975338	16	0.25	0.11	279.51	26481.93	3563.09	1779.22	5990.41	0	7809.65	469.71	535.02	52760.45
elk-363	798611	4975588.5	17	0.14	3.06	200	26655.5	3421.26	1690.04	6126.63	0	7573.72	559.02	336.34	52966.64
elk-363	798647	4975450.5	16	0.77	2.46	251.25	26557.72	3513.63	1744.46	6051.86	0	7712.69	514.78	459.62	52847.75
elk-363	798023	4975908	17	0.25	2.77	111.8	26573.45	2773.08	2012.46	5957.61	0	7398.14	437.32	35.36	53009.46
elk-363	798265	4975842.5	14	0.35	0.64	206.16	26657.7	3008.53	1848.14	6065.53	25	7400.34	335.41	0	53050.83
elk-363	798484	4975565.5	17	0.29	-1.32	79.06	26555.57	3322.09	1811.77	6014.62	0	7630.53	575.54	265.75	52884.17
elk-363	798748	4975683.5	16	0.54	-3.13	350.89	26809.91	3523.58	1522.54	6290.17	0	7464.12	536.77	403.11	53105.14
elk-363	798251	4975469.5	1	0.25	-2.58	0	26353.29	3164.25	2046.03	5794.88	35.36	7765.71	632.46	275	52709.87
elk-363	798502	4975429	16	0.27	-2.7	127.48	26476.46	3404.78	1852.36	5954.25	0	7744.43	626.5	381.61	52786.96
elk-363	798279	4975582	17	0.74	2.16	25	26465.22	3122.7	1969.77	5896.24	0	7638.88	570.09	150	52831.48
elk-363	798964	4975853.5	16	0.29	-0.97	512.96	27070.24	3672.36	1253	6559.39	0	7264.86	570.09	279.51	53345.91
elk-363	799029	4976139.5	16	0.28	-3.05	673.15	27363.17	3671	1040.73	6827.93	0	6950.04	534.44	103.08	53656.51
elk-363	798942	4975871.5	16	0.79	-2.81	548.29	27072.92	3640.05	1263.43	6555.77	0	7246.25	535.02	309.23	53355.49
elk-363	799419	4976499	17	0.82	3.07	250	27870.14	3968.78	531.51	6937.76	0	6551.72	514.78	357.95	54135.78
elk-363	798972	4975808	17	0.03	-1.39	477.62	27032.35	3690.7	1277.69	6528.06	0	7313.56	564.03	275	53302.3
elk-363	798997	4975784.5	17	0.59	1.94	442.3	27029.76	3723.24	1269.35	6532.08	0	7332.33	534.44	250	53292.76
elk-363	798469	4975530	16	0.17	2.85	90.14	26536.48	3334.01	1823.63	5998.54	0	7654.61	600.52	285.04	52862.3
elk-363	798591	4975642	16	0.51	0.45	200	26693.6	3398.9	1666.21	6158.58	0	7525.37	509.9	301.04	53010.36
elk-363	799075	4975788	17	0.13	-0.44	371.65	27095.26	3816.08	1185.33	6610.83	0	7310.82	525	150	53341.85
elk-363	799168	4975872	17	0.81	-0.93	391.31	27201.07	3859.57	1081.67	6716.07	0	7222.06	600	90.14	53444.04
elk-363	799092	4976681.5	16	1.24	-2.55	279.51	27828.85	3642.89	696.42	7252.07	0	6416	425.73	291.55	54163.76
elk-363	798497	4975595.5	17	0.13	-0.79	100	26590.8	3332.42	1777.99	6049.85	0	7599.75	550	265.75	52918.15
elk-363	798535	4975466.5	16	0.26	-2.57	150	26511.71	3414.13	1817.97	5989.42	0	7713.79	614.92	375	52820.95
elk-363	798607	4975714.5	16	0.19	2.33	237.17	26766.97	3389.14	1610.12	6226	0	7446.48	443	270.42	53088.07
elk-363	798704	4975547.5	16	0.25	0.96	304.14	26682.45	3533.06	1629.8	6172.77	0	7597.45	512.96	442.3	52971.63
elk-363	798601	4975324	16	0.06	2.36	250	26430.35	3532.88	1834.39	5935.54	0	7846.18	506.21	527.38	52714.23
elk-363	798579	4975384.5	16	0.16	2.82	190.39	26470.94	3473.11	1833.71	5962.02	0	7779.86	559.02	450.69	52767.56
elk-363	798679	4975259.5	16	0.32	-3.05	270.42	26422.68	3635.93	1786.76	5950.05	0	7900.71	412.31	630.97	52685.42
elk-363	798500	4975530.5	16	0.62	1.69	111.8	26552.65	3355.96	1801.74	6017.73	0	7647.96	600	301.04	52874.41
elk-363	799054	4975807.5	17	2.33	1.17	406.97	27097.75	3783.68	1192.69	6606.48	0	7291.65	550.57	175	53351.34
elk-363	800820	4974286.5	16	0.29	-0.86	781.42	27032.21	2875	480.23	5721.94	0	7912.02	125	564.03	52334.04
elk-363	801103	4974329.5	16	0.29	2.85	505.59	27247.54	2676.4	213.6	5447.76	0	8016.62	25	400	52304.21
elk-363	800838	4974204	16	0.14	1.31	794.51	26980.04	2830.64	475	5737.81	0	7840	100	552.27	52260.55
elk-363	800747	4974311.5	16	2.63	-0.3	831.04	27013.35	2965	514.78	5785.43	0	7939.66	141.42	506.21	52398.07
elk-363	798522	4975721.5	17	0.37	-0.23	145.77	26702.45	3298.67	1700.74	6150.05	0	7472.62	425.73	195.26	53039.64
elk-363	798176	4975840	14	0.37	-2.53	235.85	26610.08	2940.77	1913.44	6011.34	35.36	7423.48	375	0	53014.96
elk-363	798428	4975492	16	2.9	-0.56	50	26466.02	3314.83	1891.59	5928.11	0	7716.26	654.31	302.08	52794.34
elk-363	801117	4974415	13	0.32	1.35	459.62	27334.82	2724.43	158.11	5403.01	70.71	8119.46	0	388.1	52397.43
elk-363	801065	4974096.5	16	0.11	-2.91	626.5	27056.08	2575.12	250	5548.09	0	7787.21	125	503.12	52093.36
elk-363	801108	4974201.5	16	0.34	-1.06	538.52	27161.21	2596.39	200	5475.51	0	7897.82	111.8	419.08	52181.61
elk-363	800897	4974468	17	0.23	2.74	661.91	27208.01	2925.85	325	5614.77	0	8101	111.8	618.47	52490.59
elk-363	801098	4974357.5	13	0.26	0.51	502.49	27264.84	2692.81	206.16	5442.54	25	8040.41	0	400.78	52328.73
elk-363	801233	4974139	17	1.22	1.5	458.94	27200.41	2452.04	75	5372.38	0	7867.06	180.28	335.41	52083.74
elk-363	800001	4973242.5	16	14.12	-0.89	35.36	25707.44	2589.64	1230.09	6100.21	0	6665.07	347.31	336.34	51469.65
elk-363	799436	4962654	17	5.24	-0.59	195.26	18658.64	145.77	2801.79	8379.18	0	442.3	1726.63	180.28	41784.75
elk-363	802107	4958148	18	2.14	0.49	305.16	17766.15	675	1334.17	6630.28	0	2427.06	400.78	1150.27	36608.33
elk-363	802229	4955474	13	6.42	-0.05	400	15392.29	1491.01	79.06	8248.71	55.9	1035.92	0	176.78	34075.01
elk-363	802705	4950692.5	23	9.73	0.52	167.71	11115.67	1220.66	2790.72	9333.04	55.9	0	1985.1	1866.82	29500.22
elk-363	798705	4941819	19	0.65	1.79	862.05	1856.24	79.06	3679.16	10377.65	0	279.51	1686.71	738.24	23757.49
elk-363	798186	4942206.5	16	0.66	2.95	772.17	1732.77	70.71	3319.36	9721.43	0	651.92	1470.76	125	24369.76
elk-363	798781	4941916.5	17	1.33	-2.1	934.08	1979.9	106.07	3576.4	10371.11	0	353.55	1574.21	761.58	23810.32
elk-363	798678	4943243.5	16	0.47	2.87	25	2865.85	158.11	2252.22	9582.57	0	371.65	320.16	425.73	24988.06
elk-363	798838	4942801.5	16	0.26	0.36	318.2	2616.3	70.71	2700	9939.38	0	79.06	691.47	700.45	24529.83
elk-363	798836	4942546	19	1.11	0.79	480.23	2427.06	25	2950	10065.32	0	25	941.41	721.54	24318.27
elk-363	797842	4941582.5	16	0.17	-2.92	901.39	1044.33	250	3983.87	9847.24	0	318.2	1730.79	250	24032.86
elk-363	797952	4941649.5	16	0.32	-2.9	903.12	1168.87	134.63	3888.52	9867.24	0	442.3	1825.17	350.89	24047.48
elk-363	797648	4941553	17	2.46	-3.01	794.12	901.73	357.95	4035	9705.06	0	206.16	1704.59	50	24134.38
elk-363	800670	4942088.5	18	0.93	2.9	460.98	2980.14	70.71	3936.05	10900.11	0	150	1741.05	2553.92	23002.79
elk-363	800035	4941807	19	0.98	0.54	601.04	2790.72	285.04	3918.31	11480.53	0	25	1967.87	1868.32	23069.16
elk-363	798821	4941955.5	17	1.61	1.3	946.37	2033.01	55.9	3550.35	10393.9	0	304.14	1541.51	798.83	23808.99
elk-363	798640	4943152	1	1.51	-2.44	0	2776.01	176.78	2329.83	9582.54	25	357.95	410.03	456.21	24943.46
elk-363	797658	4941543.5	17	0.14	3.09	816.24	883.88	335.41	4059.02	9722.78	0	182	1679.66	50	24112.88
elk-363	797709	4941637.5	17	0.13	1.48	755.81	990.58	325	3949.13	9687.62	0	292.62	1783.61	103.08	24173.46
